1参数位置和名称,2分类1,3分类2,4参数中文名称,5参数释义,6功能分类1,7功能分类2,8功能说明
/strategy/console/soc_voltage_time,Console,,触发低电回桩的SOC电压时间阈值,,电池电源类,SOC电量判断自动回桩,功能描述：当soc_switch参数打开；当电量低于soc_battery，且检测到soc电压soc_voltage，持续soc_voltage_time秒，且reset_count_battery大于soc_battery时，机器人就会返回充电桩；
/strategy/console/auto_charge,,,自动充电,,对桩/充电/加排水,自动充电,
/strategy/gs_work_station/delay_leave_station_duration,Device,gs_work_station,手动退桩延迟排污的时间,"当75正在工作站补给时，在排水未结束以及排水结束但延迟退桩时间未到时，需要弹窗提示""排污口仍在滴水，请稍等片刻再手动驾驶出桩",对桩/充电/加排水,手动延迟退桩,"功能描述：当75正在工作站补给时，在排水未结束以及排水结束但延迟退桩时间未到时，需要弹窗提示""排污口仍在滴水，请稍等片刻再手动驾驶出桩"""
/feature/software/is_force_docking_enable,,,强制对桩功能,,对桩/充电/加排水,强制对桩功能,功能说明：如果未预约成功，等待30秒且有开启强制怼桩功能，SW通知PNC上桩；如果没有开启强制对桩，会一直在桩前等待预约
/strategy/gs_work_station/dirty_water_empty_percent,Console,gs_work_station,判断污水空水量,工作站排污阈值,对桩/充电/加排水,排污-污水量检测,
/strategy/gs_work_station/dirty_water_full_percent,Console,gs_work_station,判断污水满水量,污水满水量,对桩/充电/加排水,排污-污水量检测,
/strategy/gs_work_station/yield_highest_power_percent,,,礼让功能触发最高电量,电量高于此值时发生礼让后不再触发自动充电,对桩/充电/加排水,礼让功能（一站多机）,
/strategy/gs_work_station/yield_lowest_power_percent,,,礼让功能触发最低电量,电量高于此值时才发生礼让,对桩/充电/加排水,礼让功能（一站多机）,
/strategy/gs_work_station/yield_shared_station_enable,,,是否开启礼让,是否开启礼让,对桩/充电/加排水,礼让功能（一站多机）,https://gaussian.yuque.com/od6ghz/no74yv/gg77ut?singleDoc# 《工作站一站多机说明文档》
/strategy/gs_work_station/clean_water_full_percent,Console,gs_work_station,判断清水满水量,清水满水量,对桩/充电/加排水,加水-清水量检测,
/strategy/gs_work_station/clean_water_level_volumes,,,清水箱每档容量,清水箱每档容量,对桩/充电/加排水,加水-清水量检测,
/strategy/gs_work_station/clean_water_level_volumes_large,,,大清水箱每档容量,,对桩/充电/加排水,加水-清水量检测,
/strategy/gs_work_station/clean_water_total_time_large,,,大清水箱加清水超时时间,超过此时间会停止加水。,对桩/充电/加排水,加水-加水时长限制,
/strategy/gs_work_station/clean_water_total_time,Device,gs_work_station,清水箱加清水超时时间,超过此时间会停止加水。,对桩/充电/加排水,加水-加水时长限制,
/strategy/console/clean_water_full_hotfix_additional_duration,,,防荡水-60%加水量后，附加加水时长-小水箱。,机器人是大水箱时，加水加到60%以上，再加水此参数值时间停止加水；,对桩/充电/加排水,加水-防荡水功能,
/strategy/console/clean_water_full_hotfix_additional_duration_large,,,防荡水-60%加水量后，附加加水时长-大水箱。,机器人是大水箱时，加水加到60%以上，再加水此参数值时间停止加水；,对桩/充电/加排水,加水-防荡水功能,
/strategy/console/clean_water_full_hotfix_full_percent,,,50清水箱不加满策略（防呛水）-上水位,,对桩/充电/加排水,加水-防荡水功能,
/strategy/console/clean_water_full_hotfix_on,,,防荡水功能开关,,对桩/充电/加排水,加水-防荡水功能,
/strategy/gs_work_station/waiting_point_enable,,,是否支持到等候点,是否支持到等候点,对桩/充电/加排水,工作站属性,工作站属性
/strategy/gs_work_station/workstation_charge_enable,Console,gs_work_station,使能工作站充电功能,,对桩/充电/加排水,工作站属性,"打开：机器人返回充电桩后进行充电；
关闭：机器人返回充电桩后不进行充电；"
/strategy/gs_work_station/yield_each_dock_lowest_time,,,礼让功能每次对桩最低充电时间,礼让功能每次对桩最低充电时间,对桩/充电/加排水,工作站属性,"功能说明：
一站多机功能逻辑：https://gaussian.yuque.com/vhfwq2/mi5d16/pr2xgl#i543D"
/strategy/gs_work_station/configed_robot_ability,,,机器人在工作站上的补给能力,1 充电；2 加水；4 排污,对桩/充电/加排水,工作站点能力,"决定工作站点的能力
配置为1：支持充电；不支持加水、排水
配置为6：支持加水、排水，不支持充电 
配置为7：支持充电、加水、排水"
/strategy/gs_work_station/check_workstation_online_delay_time,,,lora通信断联延时间,lora通信断联延时间,对桩/充电/加排水,工作站-lora,
/strategy/charger_base/straight_path_offset,PNC,charger_base,"充电任务充电点y方向偏移距离
在充电任务最后阶段对识别结果进行横向微调的距离",在充电任务最后阶段对识别结果进行横向微调的距离,对桩/充电/加排水,对桩位置左右偏移,
/strategy/charger_base/expected_finish_dist_to_charger,PNC,charger_base,充电任务最后阶段，是否开始判断机器人冲上电的距离阈值。对上桩后停车时 后轮中间点与桩的距离。,机器人距离充电桩距离该值时开始判断机器人是否冲上电,对桩/充电/加排水,对桩停车距离,功能说明：机器人对桩时，当机器人检测到后轮中心离充电桩距离小于expected_finish_dist_to_charger米时，会停车；
/strategy/charger_base/adjust_body_turn_dir,,,Ｌ型对桩横向调整机器人调整方向,1:右转；-1:左转,对桩/充电/加排水,对桩-L形对桩,
/strategy/charger_base/long_narrow_aisle_distance,,,窄空间对桩退桩距离,工作站安装在窄通道内，机器人无法转身退桩，需要退相应的距离才能出来，通道多长就需要将此参数设置多大。,对桩/充电/加排水,对桩-窄空间对桩,
/strategy/charger_base/use_narrow_charger,,,窄空间对桩功能开关,,对桩/充电/加排水,对桩-窄空间对桩,
/strategy/charger_base/electrode_compression_dist,,,充电任务中电极片可以被压缩距离,,对桩/充电/加排水,对桩-位置调整,
/strategy/charger_base/goal_offset_dis,,,充电任务中导航点距离充电原始点的距离,,对桩/充电/加排水,对桩-位置调整,
/strategy/charger_base/goal_y_offset_dis,,,对桩任务中横向误差补充值(机械误差导致),对桩任务中横向误差补充值(机械误差导致) 正数表示机器人在充电桩在偏移倒原始充电桩位置右边一定距离，负数表示偏移到原始充电桩左边一定距离,对桩/充电/加排水,对桩-位置调整,
/strategy/gs_work_station/is_force_docking_on,,,否支持强制对桩,打开:/strategy/gs_work_station/need_order 为true时，预约不上充电桩/工作站时也会对桩。,对桩/充电/加排水,对桩-强制对桩,
/strategy/console/low_battery_with_charge,,,触发低电值,触发低电值,对桩/充电/加排水,电池-充电,电量低于low_battery_with_charge%时，机器人返回补给点（维护点、充电点、工作站点）
/strategy/gs_work_station/check_battery_percent,,,"电量小于某阈值时,检查电压是否异常",机器人充电的时候，当电量小于配置阈值，经过配置的间隔时间，如果电量少于之前的，认为充电异常,对桩/充电/加排水,电池-充电,功能说明：机器人充电且电量低于check_battery_percent时，每隔check_voltage_interval_time秒检测一次电量，若电量未增加或者降低，机器人会判断为充电异常，并告警，然后退桩，重新对桩；
/strategy/console/resume_task_after_auto_charge,Console,,自动充电完成后恢复任务的开关,,对桩/充电/加排水,充电结束自动恢复任务,"打开：充电完成后，若机器人有未完成的任务，会继续任务；
关闭：充电完成后，若机器人有未完成的任务，机器人不会继续任务；"
/strategy/gs_work_station/check_voltage_interval_time,,,检查电压是否异常间隔时间,机器人充电的时候，当电量小于配置阈值，经过配置的间隔时间，如果电量少于之前的，认为充电异常,对桩/充电/加排水,充电电量检测,功能说明：机器人充电且电量低于check_battery_percent时，每隔check_voltage_interval_time秒检测一次电量，若电量未增加或者降低，机器人会判断为充电异常，并告警，然后退桩，重新对桩；
/strategy/console/max_battery_with_charge,Console,,你电回充后至于要充电此电量值才能出桩,充电上限保护,对桩/充电/加排水,按需充电,电量高于max_battery_with_charge&时，机器人认为电量已经充满； 功能说明：https://gaussian.yuque.com/od6ghz/no74yv/dh1lgp?singleDoc# 《按需充电》 https://gaussian.yuque.com/od6ghz/no74yv/yhspkc?singleDoc# 《gs_workstation介绍》
/strategy/console/safety_battery_with_charge,Console,,按需充电,充电上限保护,对桩/充电/加排水,按需充电,https://gaussian.yuque.com/od6ghz/no74yv/dh1lgp?singleDoc# 《按需充电》
/strategy/gs_work_station/lora_connect_range,,,lora信号覆盖范围,对桩导航到小于配置的范围才进行预约,对桩/充电/加排水,lora预约功能,
/strategy/gs_work_station/need_order,,,lora预约功能开关,充电点对桩是否需要预约lora,对桩/充电/加排水,lora预约功能,机器人对桩前使用lora预约工作站，预约上后再进行对桩；
/strategy/console/local_lora_addr,Console,,机器人上lora地址,本地lora地址,对桩/充电/加排水,lora,
/device/charger/touched_delay_time,,,充电延迟检测时间,,对桩/充电/加排水,,
/device/scrubber/charger_stable_time,,,充电状态检测滤波时间,,对桩/充电/加排水,,
/feature/software/ebable_workstation_abilities,,,工作站能力配置,,对桩/充电/加排水,,
/strategy/charger_base/delta_try_dist,,,不用,,对桩/充电/加排水,,
/strategy/charger_base/max_try_dist,,,不用,,对桩/充电/加排水,,
/strategy/console/workstation_forbiden_area_distance,,,工作站禁止区域距离,工作站禁止区域距离,对桩/充电/加排水,,
/strategy/console/workstation_forbiden_area_width,,,工作站禁止区域宽度,工作站禁止区域宽度,对桩/充电/加排水,,
/strategy/gs_work_station/auto_recovery_second,,,NUll,,对桩/充电/加排水,,
/strategy/gs_work_station/check_full_water_delay_time,,,检查清水满延时,检查清水满延时,对桩/充电/加排水,,
/strategy/gs_work_station/clean_water_additional_time,,,加清水预测时间中的附加时间,加清水预测时间中的附加时间,对桩/充电/加排水,,
/strategy/gs_work_station/clean_water_empty_percent,Console,gs_work_station,判断清水空水量,清水空水量,对桩/充电/加排水,,
/strategy/gs_work_station/open_lora_check_warning,,,NUll,,对桩/充电/加排水,,
/strategy/gs_work_station/shout_down_dirty_water_delay,,,污水排空后延迟判断污水空的时间,排污结束后，延迟配置的时间后才可以离桩,对桩/充电/加排水,,
/strategy/gs_work_station/waste_water_total_time,Console,gs_work_station,污水箱加污水超时时间,排污超时时间,对桩/充电/加排水,,
/strategy/gs_work_station/waste_water_total_time_large,,,大污水箱排水超时时间,,对桩/充电/加排水,,
/strategy/gs_work_station/workstation_charge_enab,,,工作站上是否可以充电,工作站上是否可以充电,对桩/充电/加排水,,
/strategy/gs_work_station/ws_dirty_water_extra_high_waring_seconds,,,NUll,,对桩/充电/加排水,,
/device/scrubber/enable_rolling_brush_motor,,,滚刷电机开关,使能滚刷电机,控制控制-滚刷电机,,
/device/scrubber/change_water_level_stable_time,,,速度达到对应区间2S才切换水量,,喷水电机,喷水量与运行速度适配,"上线版本：
下线版本：
功能描述：当water_level_and_speed_fitting打开时，当运行速度达到new_water_level_fit_vel某个区间change_water_level_stable_time秒后，将设置的喷水量设置成当前配置的new_water_level_ratio倍；当计算出的喷水量小于min_water_level_pwm时，则使用此min_water_level_pwm喷水等级；
功能说明：https://gaussian.yuque.com/od6ghz/no74yv/drnpk9"
/device/scrubber/min_water_level_pwm,,,最小水量占空比,,喷水电机,喷水量与运行速度适配,"上线版本：
下线版本：
功能描述：当water_level_and_speed_fitting打开时，当运行速度达到new_water_level_fit_vel某个区间change_water_level_stable_time秒后，将设置的喷水量设置成当前配置的new_water_level_ratio倍；当计算出的喷水量小于min_water_level_pwm时，则使用此min_water_level_pwm喷水等级；
功能说明：https://gaussian.yuque.com/od6ghz/no74yv/drnpk9"
/device/scrubber/new_water_level_fit_vel,,,清洁速度分段,,喷水电机,喷水量与运行速度适配,"上线版本：
下线版本：
功能描述：当water_level_and_speed_fitting打开时，当运行速度达到new_water_level_fit_vel某个区间change_water_level_stable_time秒后，将设置的喷水量设置成当前配置的new_water_level_ratio倍；当计算出的喷水量小于min_water_level_pwm时，则使用此min_water_level_pwm喷水等级；
功能说明：https://gaussian.yuque.com/od6ghz/no74yv/drnpk9"
/device/scrubber/new_water_level_ratio,,,清洁速度对应水量比率,,喷水电机,喷水量与运行速度适配,"上线版本：
下线版本：
功能描述：当water_level_and_speed_fitting打开时，当运行速度达到new_water_level_fit_vel某个区间change_water_level_stable_time秒后，将设置的喷水量设置成当前配置的new_water_level_ratio倍；当计算出的喷水量小于min_water_level_pwm时，则使用此min_water_level_pwm喷水等级；
功能说明：https://gaussian.yuque.com/od6ghz/no74yv/drnpk9"
/device/scrubber/water_flow_setting,,,喷水等级,,喷水电机,喷水量与喷水占空比对应关系,功能说明：https://gaussian.yuque.com/od6ghz/no74yv/wzaowgn0h8sxok4x
